,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
259,,,,,,"[(262.6560363769531, 129.60000610351562), (245.3760223388672, 129.60000610351562)]","[(248.83203125, 126.48961639404297), (232.24322509765625, 126.48961639404297)]",,,,,,,,
260,,,,,,"[(120.26881408691406, 176.2560272216797), (96.76800537109375, 177.98402404785156)]","[(89.16481018066406, 176.2560272216797), (66.35520935058594, 176.2560272216797)]",,,,,,,,
261,,,,,,"[(234.31683349609375, 248.83203125), (196.99203491210938, 248.83203125)]","[(194.91842651367188, 255.05284118652344), (153.44642639160156, 255.05284118652344)]",,,,,,,,
262,,,,,,"[(335.9232482910156, 103.68001556396484), (323.4816589355469, 103.68001556396484)]","[(326.592041015625, 100.22400665283203), (313.1136474609375, 99.5328140258789)]","[(316.2240295410156, 98.49600982666016), (302.4000244140625, 100.22400665283203)]","[(305.85601806640625, 98.49600982666016), (292.0320129394531, 100.22400665283203)]","[(296.52484130859375, 97.45921325683594), (281.18023681640625, 97.04450225830078)]",,,,,
263,,,,,,"[(334.4302978515625, 101.52348327636719), (325.47235107421875, 101.52348327636719)]","[(328.45831298828125, 98.5374984741211), (313.5284118652344, 98.5374984741211)]","[(319.5003662109375, 98.5374984741211), (304.5704345703125, 98.5374984741211)]",,,,,,,
264,,,,,,"[(761.4261474609375, 110.48143768310547), (749.482177734375, 110.48143768310547)]","[(764.412109375, 107.49545288085938), (752.4681396484375, 107.49545288085938)]",,,,,,,,
265,,,,,,"[(337.4162902832031, 143.3272705078125), (325.47235107421875, 143.3272705078125)]","[(328.45831298828125, 140.34127807617188), (313.5284118652344, 140.34127807617188)]","[(316.514404296875, 140.34127807617188), (304.5704345703125, 140.34127807617188)]",,,,,,,
266,,,,,,"[(236.49000549316406, 157.66000366210938), (222.1572723388672, 157.66000366210938)]","[(222.1572723388672, 154.07681274414062), (204.24136352539062, 154.07681274414062)]",,,,,,,,
267,,,,,,"[(268.7386474609375, 132.57772827148438), (250.82272338867188, 132.57772827148438)]","[(250.82272338867188, 128.9945526123047), (236.49000549316406, 128.9945526123047)]",,,,,,,,
268,,,,,,,"[(558.0, 160.0), (555.0, 159.0)]","[(558.0, 160.0), (555.0, 158.0)]","[(558.0, 160.0), (554.0, 160.0)]",,,,,,
269,,,,,,,"[(438.0, 154.0), (429.0, 154.0)]","[(434.0, 154.0), (426.0, 154.0)]","[(430.0, 155.0), (422.0, 155.0)]","[(427.0, 156.0), (418.0, 156.0)]",,,,,
270,,,,,,,"[(503.0, 138.0), (495.0, 137.0)]","[(501.0, 137.0), (493.20001220703125, 135.60000610351562)]",,,,,,,
271,,,,,,,"[(498.0, 161.0), (490.0, 161.0)]","[(496.0, 160.0), (488.0, 161.0)]","[(494.0, 161.0), (486.0, 161.0)]",,,,,,
272,,,,,,,"[(669.0, 146.0), (664.0, 146.0)]","[(670.0, 145.0), (665.0, 144.0)]","[(671.0, 145.0), (665.0, 145.0)]",,,,,,
273,,,,,,,"[(453.0, 156.0), (445.0, 156.0)]","[(450.0, 156.0), (442.0, 156.0)]","[(447.0, 157.0), (439.20001220703125, 156.0)]","[(444.0000305175781, 157.20001220703125), (435.6000061035156, 157.20001220703125)]","[(441.6000061035156, 157.20001220703125), (433.20001220703125, 157.20001220703125)]","[(439.20001220703125, 153.60000610351562), (430.8000183105469, 153.60000610351562)]","[(435.6000061035156, 150.0), (427.20001220703125, 150.0)]","[(432.0000305175781, 148.32000732421875), (424.8000183105469, 148.32000732421875)]","[(430.5600280761719, 149.760009765625), (421.9200134277344, 149.760009765625)]"
274,,,,,,,"[(450.0, 156.0), (443.0, 156.0)]","[(448.0, 155.0), (439.0, 155.0)]","[(444.0, 157.0), (436.0, 157.0)]",,,,,,
275,,,,,,,"[(251.0, 143.0), (234.0, 143.0)]","[(235.0, 142.0), (217.20001220703125, 141.60000610351562)]",,,,,,,
276,,,,,,,"[(521.0, 158.0), (515.0, 158.0)]","[(520.0, 157.0), (514.0, 157.0)]",,,,,,,
277,,,,,,,"[(247.0, 126.0), (230.0, 126.0)]","[(231.0, 124.0), (213.0, 124.0)]","[(213.60000610351562, 123.60000610351562), (195.8400115966797, 123.84000396728516)]",,,,,,
278,,,,,,,"[(252.0, 140.0), (235.0, 140.0)]","[(236.0, 139.0), (219.0, 139.0)]","[(219.0, 139.0), (202.0, 140.0)]",,,,,,
279,,,,,,,"[(386.4000244140625, 123.60000610351562), (376.8000183105469, 123.60000610351562)]","[(381.6000061035156, 122.4000015258789), (372.0, 122.4000015258789)]",,,,,,,
280,,,,,,,"[(364.8000183105469, 242.40000915527344), (342.0, 242.40000915527344)]","[(351.6000061035156, 246.00001525878906), (327.6000061035156, 246.00001525878906)]","[(336.0, 252.00001525878906), (310.8000183105469, 252.00001525878906)]","[(318.2400207519531, 259.20001220703125), (290.8800048828125, 259.20001220703125)]","[(299.52001953125, 264.96002197265625), (269.5680236816406, 266.1120300292969)]","[(276.48004150390625, 271.2960205078125), (245.3760223388672, 269.5680236816406)]",,,
281,,,,,,,"[(186.0, 106.80000305175781), (157.0, 107.0)]","[(152.40000915527344, 102.00000762939453), (121.20000457763672, 100.80000305175781)]","[(113.76000213623047, 97.92000579833984), (79.48800659179688, 98.49600982666016)]",,,,,,
282,,,,,,,"[(768.0, 111.60000610351562), (754.56005859375, 110.8800048828125)]","[(774.0000610351562, 109.20000457763672), (760.3200073242188, 109.44000244140625)]","[(780.0000610351562, 108.00000762939453), (765.6000366210938, 108.00000762939453)]",,,,,,
283,,,,,,,"[(507.6000061035156, 186.0), (498.2400207519531, 185.760009765625)]","[(505.20001220703125, 186.0), (496.8000183105469, 184.8000030517578)]",,,,,,,
284,,,,,,,"[(440.4000244140625, 154.8000030517578), (432.0000305175781, 154.8000030517578)]","[(436.8000183105469, 153.60000610351562), (428.4000244140625, 153.60000610351562)]",,,,,,,
285,,,,,,,"[(753.6000366210938, 90.0), (736.800048828125, 90.0)]","[(764.6400146484375, 149.760009765625), (753.6000366210938, 150.0)]",,,,,,,
286,,,,,,,"[(325.44000244140625, 135.36000061035156), (312.4800109863281, 135.36000061035156)]","[(315.3600158691406, 133.9199981689453), (302.4000244140625, 134.40000915527344)]",,,,,,,
287,,,,,,,"[(370.08001708984375, 239.04000854492188), (348.4800109863281, 239.04000854492188)]","[(357.1200256347656, 241.92001342773438), (334.08001708984375, 241.92001342773438)]",,,,,,,
288,,,,,,,"[(247.6800079345703, 126.72000122070312), (230.40000915527344, 126.72000122070312)]","[(231.60000610351562, 124.80000305175781), (213.60000610351562, 124.80000305175781)]","[(214.5600128173828, 123.84000396728516), (195.8400115966797, 123.84000396728516)]","[(194.40000915527344, 123.84000396728516), (176.25601196289062, 124.416015625)]",,,,,
289,,,,,,,"[(203.04000854492188, 95.04000091552734), (174.24000549316406, 95.04000091552734)]","[(171.072021484375, 88.12800598144531), (141.12001037597656, 89.2800064086914)]",,,,,,,
290,,,,,,,"[(450.72003173828125, 122.4000015258789), (442.08001708984375, 122.4000015258789)]","[(447.84002685546875, 120.96000671386719), (438.91204833984375, 120.96001434326172)]",,,,,,,
291,,,,,,,"[(669.6000366210938, 155.52000427246094), (663.8400268554688, 155.52000427246094)]","[(671.0400390625, 154.0800018310547), (668.1600341796875, 154.0800018310547)]",,,,,,,
292,,,,,,,"[(250.5600128173828, 93.60000610351562), (233.28001403808594, 93.60000610351562)]","[(234.7200164794922, 90.72000122070312), (217.44000244140625, 90.72000122070312)]","[(217.72802734375, 88.12800598144531), (200.16000366210938, 89.2800064086914)]","[(198.7200164794922, 86.40000915527344), (179.71202087402344, 86.40000915527344)]",,,,,
293,,,,,,,"[(250.5600128173828, 89.2800064086914), (233.28001403808594, 89.2800064086914)]","[(234.7200164794922, 84.96000671386719), (216.00001525878906, 85.20000457763672)]",,,,,,,
294,,,,,,,"[(515.52001953125, 194.40000915527344), (505.4400329589844, 194.40000915527344)]","[(512.6400146484375, 194.40000915527344), (504.0000305175781, 194.40000915527344)]",,,,,,,
295,,,,,,,"[(387.072021484375, 124.416015625), (378.4320373535156, 124.416015625)]","[(381.8880310058594, 122.6880111694336), (373.248046875, 122.6880111694336)]",,,,,,,
296,,,,,,,"[(325.55523681640625, 136.8576202392578), (312.7680358886719, 136.5120086669922)]","[(315.187255859375, 136.8576202392578), (300.6720275878906, 136.8576202392578)]",,,,,,,
297,,,,,,,"[(282.0096435546875, 68.4288101196289), (265.42083740234375, 68.4288101196289)]","[(267.49444580078125, 64.28160858154297), (248.83203125, 64.28160858154297)]",,,,,,,
298,,,,,,,"[(327.62884521484375, 145.1520233154297), (313.1136474609375, 145.1520233154297)]","[(356.4000244140625, 246.00001525878906), (332.4000244140625, 246.00001525878906)]",,,,,,,
299,,,,,,,"[(766.4027709960938, 109.4861068725586), (751.4728393554688, 109.4861068725586)]","[(771.37939453125, 106.99778747558594), (756.449462890625, 106.99778747558594)]",,,,,,,
300,,,,,,,"[(248.83206176757812, 126.90435028076172), (231.413818359375, 126.90435028076172)]","[(233.90213012695312, 124.41603088378906), (213.58082580566406, 124.416015625)]","[(216.48388671875, 124.41603088378906), (196.57733154296875, 124.41603088378906)]",,,,,,
301,,,,,,,"[(370.759765625, 233.90213012695312), (348.3648681640625, 233.90213012695312)]","[(358.31817626953125, 238.8787841796875), (331.4443054199219, 238.8787841796875)]","[(340.40228271484375, 244.8507537841797), (313.5284118652344, 244.8507537841797)]",,,,,,
302,,,,,,,"[(470.2926025390625, 87.09121704101562), (465.3159484863281, 87.09121704101562)]","[(470.2926025390625, 87.09121704101562), (465.3159484863281, 87.09121704101562)]",,,,,,,
303,,,,,,,"[(194.08901977539062, 247.83673095703125), (155.27120971679688, 247.83673095703125)]","[(146.91046142578125, 257.9891052246094), (101.52348327636719, 256.794677734375)]",,,,,,,
304,,,,,,,"[(474.7715759277344, 179.15908813476562), (468.79962158203125, 179.15908813476562)]","[(474.7715759277344, 179.15908813476562), (465.8136291503906, 179.15908813476562)]",,,,,,,
305,,,,,,,"[(501.64544677734375, 171.99273681640625), (490.8959045410156, 171.99273681640625)]","[(498.0622863769531, 171.99273681640625), (490.8959045410156, 171.99273681640625)]",,,,,,,
306,,,,,,,"[(365.48455810546875, 236.49000549316406), (340.40228271484375, 236.49000549316406)]","[(351.1518249511719, 240.07318115234375), (326.0695495605469, 240.07318115234375)]",,,,,,,
307,,,,,,,"[(519.5613403320312, 186.32545471191406), (512.39501953125, 186.32545471191406)]","[(519.5613403320312, 186.32545471191406), (508.81182861328125, 186.32545471191406)]",,,,,,,
308,,,,,,,"[(232.9068145751953, 161.24317932128906), (214.99090576171875, 161.24317932128906)]","[(214.99090576171875, 161.24317932128906), (197.0749969482422, 161.24317932128906)]",,,,,,,
309,,,,,,,"[(318.9031982421875, 132.57772827148438), (304.5704650878906, 132.57772827148438)]","[(308.15362548828125, 132.57772827148438), (293.8209228515625, 132.57772827148438)]","[(297.4040832519531, 132.57772827148438), (283.0713806152344, 132.57772827148438)]",,,,,,
310,,,,,,,,"[(345.0, 237.0), (321.0, 237.0)]","[(328.0, 243.0), (304.0, 242.0)]",,,,,,
311,,,,,,,,"[(359.0, 238.0), (336.0, 238.0)]","[(344.0, 243.0), (315.6000061035156, 241.20001220703125)]",,,,,,
312,,,,,,,,"[(224.0, 163.0), (206.0, 163.0)]","[(206.0, 164.0), (187.0, 164.0)]",,,,,,
313,,,,,,,,"[(774.0, 110.0), (760.0, 110.0)]","[(780.0, 109.0), (766.0, 109.0)]","[(787.0, 108.0), (772.0, 108.0)]",,,,,
314,,,,,,,,"[(467.0, 199.0), (450.0, 198.0)]","[(461.0, 201.0), (444.0000305175781, 200.40000915527344)]",,,,,,
315,,,,,,,,"[(575.0, 173.0), (572.0, 173.0)]","[(575.0, 174.0), (572.0, 174.0)]","[(575.0, 175.0), (572.0, 175.0)]",,,,,
316,,,,,,,,"[(355.0, 236.0), (332.0, 236.0)]","[(340.0, 242.0), (315.0, 242.0)]","[(322.8000183105469, 247.20001220703125), (296.4000244140625, 247.20001220703125)]",,,,,
317,,,,,,,,"[(501.0, 135.0), (493.20001220703125, 135.60000610351562)]","[(499.0, 136.0), (490.8000183105469, 135.60000610351562)]",,,,,,
318,,,,,,,,"[(604.0, 180.0), (597.0, 180.0)]","[(604.0, 181.0), (598.0, 181.0)]","[(605.0, 182.0), (598.0, 182.0)]","[(606.0, 181.0), (600.0, 181.0)]",,,,
319,,,,,,,,"[(556.0, 154.0), (552.0, 154.0)]","[(555.0, 156.0), (552.0, 154.0)]","[(555.0, 156.0), (551.0, 156.0)]",,,,,
320,,,,,,,,"[(378.0, 219.0), (355.0, 219.0)]","[(363.6000061035156, 222.00001525878906), (339.6000061035156, 222.00001525878906)]",,,,,,
321,,,,,,,,"[(669.6000366210938, 145.20001220703125), (664.800048828125, 144.0)]","[(670.800048828125, 145.20001220703125), (664.800048828125, 145.20001220703125)]","[(672.0, 145.20001220703125), (666.0, 145.20001220703125)]",,,,,
322,,,,,,,,"[(460.8000183105469, 124.80000305175781), (452.4000244140625, 124.80000305175781)]","[(457.20001220703125, 124.80000305175781), (450.0000305175781, 124.80000305175781)]",,,,,,
323,,,,,,,,"[(444.0000305175781, 72.0), (438.0, 73.0)]","[(441.6000061035156, 72.0), (436.8000183105469, 72.0)]",,,,,,
324,,,,,,,,"[(152.63999938964844, 102.24000549316406), (122.4000015258789, 100.80000305175781)]","[(114.04801177978516, 98.49600982666016), (79.48800659179688, 98.49600982666016)]",,,,,,
325,,,,,,,,"[(164.16000366210938, 93.60000610351562), (132.48001098632812, 93.60000610351562)]","[(126.14401245117188, 89.85601043701172), (93.31201171875, 89.85601043701172)]",,,,,,
326,,,,,,,,"[(175.6800079345703, 84.96000671386719), (144.0, 86.4000015258789)]","[(139.6800079345703, 80.63999938964844), (105.40801239013672, 81.21601104736328)]",,,,,,
327,,,,,,,,"[(466.5600280761719, 84.96000671386719), (460.8000183105469, 84.96000671386719)]","[(465.1200256347656, 84.96000671386719), (459.3600158691406, 84.96000671386719)]","[(463.6800231933594, 84.96000671386719), (457.9200134277344, 84.96000671386719)]",,,,,
328,,,,,,,,"[(460.8000183105469, 123.84000396728516), (453.6000061035156, 123.84000396728516)]","[(457.9200134277344, 123.84000396728516), (450.72003173828125, 123.84000396728516)]","[(455.0400085449219, 125.2800064086914), (446.4000244140625, 125.2800064086914)]",,,,,
329,,,,,,,,"[(672.1920776367188, 153.79200744628906), (667.008056640625, 153.79200744628906)]","[(673.9200439453125, 153.79200744628906), (666.7200317382812, 154.0800018310547)]",,,,,,
330,,,,,,,,"[(350.7840270996094, 235.00802612304688), (328.8000183105469, 234.00001525878906)]","[(335.2320251464844, 240.1920166015625), (311.0400390625, 240.1920166015625)]",,,,,,
331,,,,,,,,"[(447.5520324707031, 120.96001434326172), (438.91204833984375, 120.96001434326172)]","[(444.0960388183594, 120.96001434326172), (435.4560546875, 120.96001434326172)]",,,,,,
332,,,,,,,,"[(772.4160766601562, 150.3360137939453), (760.3200073242188, 149.760009765625)]","[(777.60009765625, 148.60801696777344), (765.5040893554688, 148.60801696777344)]","[(784.5120849609375, 148.60801696777344), (770.6880493164062, 148.60801696777344)]",,,,,
333,,,,,,,,"[(471.7440490722656, 86.40000915527344), (464.83203125, 88.12800598144531)]","[(466.56005859375, 86.40000915527344), (459.6480407714844, 86.40000915527344)]",,,,,,
334,,,,,,,,"[(231.55201721191406, 124.416015625), (214.5600128173828, 125.2800064086914)]","[(214.2720184326172, 124.416015625), (195.26402282714844, 124.416015625)]",,,,,,
335,,,,,,,,"[(425.08807373046875, 180.40322875976562), (416.7936706542969, 180.40322875976562)]","[(420.94085693359375, 182.47682189941406), (410.5728454589844, 182.47682189941406)]",,,,,,
336,,,,,,,,"[(669.7728881835938, 145.1520233154297), (664.381591796875, 146.8109130859375)]","[(669.7728881835938, 147.22561645507812), (665.6256713867188, 147.22561645507812)]","[(671.8464965820312, 147.22561645507812), (665.6256713867188, 147.22561645507812)]",,,,,
337,,,,,,,,"[(669.7728881835938, 153.44642639160156), (665.6256713867188, 153.44642639160156)]","[(671.8464965820312, 153.44642639160156), (667.6992797851562, 153.44642639160156)]","[(673.9201049804688, 153.44642639160156), (669.7728881835938, 153.44642639160156)]",,,,,
338,,,,,,,,"[(748.9844970703125, 104.50946807861328), (731.5662231445312, 104.50946807861328)]","[(753.9611206054688, 99.53282165527344), (736.5429077148438, 99.53282165527344)]",,,,,,
339,,,,,,,,"[(671.8465576171875, 149.2992401123047), (665.8746337890625, 149.2992401123047)]","[(671.8465576171875, 149.2992401123047), (668.860595703125, 149.2992401123047)]","[(674.8325805664062, 149.2992401123047), (668.860595703125, 149.2992401123047)]",,,,,
340,,,,,,,,"[(203.04696655273438, 152.28521728515625), (185.1310577392578, 152.28521728515625)]","[(182.74227905273438, 154.07681274414062), (164.8263702392578, 154.07681274414062)]",,,,,,
341,,,,,,,,"[(236.49000549316406, 125.41136169433594), (218.5740966796875, 125.41136169433594)]","[(218.5740966796875, 125.41136169433594), (200.65818786621094, 125.41136169433594)]","[(197.0749969482422, 125.41136169433594), (179.15908813476562, 125.41136169433594)]",,,,,
342,,,,,,,,"[(351.1518249511719, 154.07681274414062), (333.23590087890625, 154.07681274414062)]","[(340.40228271484375, 154.07681274414062), (322.4863586425781, 154.07681274414062)]",,,,,,
343,,,,,,,,,"[(682.0, 111.0), (725.760009765625, 112.32000732421875)]","[(684.0, 110.4000015258789), (677.0, 110.0)]",,,,,
344,,,,,,,,,"[(366.0, 123.0), (356.0, 123.0)]","[(360.0, 123.0), (350.0, 124.0)]",,,,,
345,,,,,,,,,"[(756.0, 135.0), (738.0, 135.0)]","[(763.0, 135.0), (744.0, 134.0)]",,,,,
346,,,,,,,,,"[(332.0, 242.0), (307.0, 242.0)]","[(314.0, 249.0), (288.0, 248.0)]","[(295.0, 253.0), (267.0, 253.0)]","[(272.4000244140625, 256.8000183105469), (241.20001220703125, 256.8000183105469)]","[(246.00001525878906, 260.4000244140625), (212.40000915527344, 260.4000244140625)]",,
347,,,,,,,,,"[(470.0, 159.0), (463.0, 159.0)]","[(468.0, 160.0), (462.0, 160.0)]","[(466.0, 159.0), (459.0, 159.0)]",,,,
348,,,,,,,,,"[(369.0, 123.0), (360.0, 123.0)]","[(364.0, 123.0), (354.0, 123.0)]","[(359.0, 121.0), (345.0, 121.0)]","[(353.0, 118.0), (343.0, 118.0)]",,,
349,,,,,,,,,"[(376.0, 123.0), (366.0, 124.0)]","[(370.0, 123.0), (360.0, 123.0)]",,,,,
350,,,,,,,,,"[(380.0, 123.0), (370.0, 123.0)]","[(374.0, 124.0), (365.0, 123.0)]","[(370.0, 122.0), (360.0, 121.0)]",,,,
351,,,,,,,,,"[(366.0, 125.0), (356.0, 123.0)]","[(361.0, 125.0), (350.0, 124.0)]","[(355.0, 123.0), (345.0, 121.0)]","[(349.0, 120.0), (339.0, 120.0)]",,,
352,,,,,,,,,"[(522.0, 188.0), (513.0, 188.0)]","[(520.0, 189.0), (511.0, 189.0)]",,,,,
353,,,,,,,,,"[(218.0, 142.0), (200.0, 142.0)]","[(200.0, 143.0), (180.0, 142.8000030517578)]","[(180.0, 140.40000915527344), (159.60000610351562, 141.60000610351562)]",,,,
354,,,,,,,,,"[(310.8000183105469, 58.80000305175781), (296.0, 59.0)]","[(298.8000183105469, 56.400001525878906), (283.20001220703125, 57.60000228881836)]","[(286.8000183105469, 51.60000228881836), (271.20001220703125, 52.80000305175781)]",,,,
355,,,,,,,,,"[(342.0, 248.40000915527344), (316.8000183105469, 248.40000915527344)]","[(324.0, 255.60000610351562), (297.6000061035156, 255.60000610351562)]",,,,,
356,,,,,,,,,"[(670.800048828125, 154.8000030517578), (666.0, 154.8000030517578)]","[(672.0, 154.8000030517578), (667.2000122070312, 156.0)]",,,,,
357,,,,,,,,,"[(446.4000244140625, 157.20001220703125), (439.20001220703125, 156.0)]","[(444.0000305175781, 157.20001220703125), (435.6000061035156, 157.20001220703125)]",,,,,
358,,,,,,,,,"[(469.20001220703125, 128.40000915527344), (462.0000305175781, 127.20000457763672)]","[(466.8000183105469, 128.40000915527344), (459.6000061035156, 128.40000915527344)]","[(465.6000061035156, 127.20000457763672), (458.4000244140625, 127.20000457763672)]","[(463.20001220703125, 123.60000610351562), (456.0000305175781, 123.60000610351562)]","[(460.8000183105469, 120.00000762939453), (453.6000061035156, 120.00000762939453)]","[(459.6000061035156, 116.4000015258789), (451.20001220703125, 117.60000610351562)]",
359,,,,,,,,,"[(218.40000915527344, 90.0), (198.00001525878906, 90.0)]","[(200.40000915527344, 87.60000610351562), (179.0, 89.0)]",,,,,
360,,,,,,,,,"[(206.40000915527344, 164.40000915527344), (187.20001220703125, 164.40000915527344)]","[(187.20001220703125, 165.60000610351562), (166.8000030517578, 165.60000610351562)]","[(167.04000854492188, 165.60000610351562), (145.44000244140625, 165.60000610351562)]","[(143.42401123046875, 164.16001892089844), (120.00000762939453, 163.20001220703125)]","[(117.50401306152344, 160.70401000976562), (93.31201171875, 160.70401000976562)]","[(88.12800598144531, 157.24801635742188), (63.936004638671875, 157.24801635742188)]",
361,,,,,,,,,"[(379.20001220703125, 123.60000610351562), (369.6000061035156, 123.60000610351562)]","[(374.4000244140625, 123.60000610351562), (364.8000183105469, 123.60000610351562)]","[(369.6000061035156, 121.20000457763672), (360.0, 121.20000457763672)]","[(363.6000061035156, 118.80000305175781), (354.0, 118.80000305175781)]","[(357.6000061035156, 114.00000762939453), (348.0, 114.00000762939453)]",,
362,,,,,,,,,"[(499.20001220703125, 135.60000610351562), (490.8000183105469, 135.60000610351562)]","[(496.8000183105469, 136.8000030517578), (489.6000061035156, 135.60000610351562)]","[(495.6000061035156, 134.40000915527344), (488.4000244140625, 134.40000915527344)]",,,,
363,,,,,,,,,"[(218.40000915527344, 142.8000030517578), (200.40000915527344, 142.8000030517578)]","[(200.40000915527344, 142.8000030517578), (180.0, 142.8000030517578)]",,,,,
364,,,,,,,,,"[(335.52001953125, 253.44000244140625), (311.0400085449219, 252.00001525878906)]","[(318.2400207519531, 259.20001220703125), (290.8800048828125, 259.20001220703125)]",,,,,
365,,,,,,,,,"[(207.36001586914062, 165.60000610351562), (188.6400146484375, 165.60000610351562)]","[(188.35202026367188, 167.6160125732422), (167.9616241455078, 167.9616241455078)]",,,,,
366,,,,,,,,,"[(673.9200439453125, 154.0800018310547), (666.0, 154.8000030517578)]","[(672.0, 154.8000030517578), (667.2000122070312, 156.0)]",,,,,
367,,,,,,,,,"[(780.4800415039062, 132.48001098632812), (766.0800170898438, 132.48001098632812)]","[(786.2400512695312, 132.48001098632812), (768.9600219726562, 132.48001098632812)]",,,,,
368,,,,,,,,,"[(378.7200012207031, 122.4000015258789), (367.20001220703125, 122.4000015258789)]","[(371.5200500488281, 122.6880111694336), (362.8800354003906, 122.6880111694336)]","[(366.3360290527344, 120.96001434326172), (356.65924072265625, 120.26881408691406)]","[(362.8800354003906, 117.50401306152344), (352.51202392578125, 117.50401306152344)]",,,
369,,,,,,,,,"[(335.52001953125, 239.04000854492188), (311.0400085449219, 239.04000854492188)]","[(317.9520263671875, 245.3760223388672), (292.0320129394531, 245.3760223388672)]",,,,,
370,,,,,,,,,"[(308.1600036621094, 148.32000732421875), (292.32000732421875, 148.32000732421875)]","[(298.08001708984375, 149.760009765625), (280.8000183105469, 148.32000732421875)]",,,,,
371,,,,,,,,,"[(671.0400390625, 154.0800018310547), (666.7200317382812, 154.0800018310547)]","[(672.4800415039062, 155.52000427246094), (668.736083984375, 155.52001953125)]",,,,,
372,,,,,,,,,"[(217.44000244140625, 89.2800064086914), (200.16000366210938, 89.2800064086914)]","[(200.16000366210938, 87.84000396728516), (180.0, 87.84000396728516)]",,,,,
373,,,,,,,,,"[(748.2240600585938, 84.67200469970703), (730.944091796875, 84.67200469970703)]","[(755.1360473632812, 82.94400787353516), (737.8560791015625, 82.94400787353516)]",,,,,
374,,,,,,,,,"[(556.4160766601562, 183.1680145263672), (551.2320556640625, 183.1680145263672)]","[(556.4160766601562, 183.1680145263672), (551.2320556640625, 183.1680145263672)]","[(556.4160766601562, 183.1680145263672), (551.2320556640625, 183.1680145263672)]","[(556.4160766601562, 181.4400177001953), (551.2320556640625, 181.4400177001953)]","[(556.4160766601562, 177.98402404785156), (551.2320556640625, 177.98402404785156)]",,
375,,,,,,,,,"[(457.9200439453125, 124.416015625), (449.280029296875, 124.416015625)]","[(454.46405029296875, 124.416015625), (447.5520324707031, 124.416015625)]",,,,,
376,,,,,,,,,"[(654.9120483398438, 60.48000717163086), (637.9200439453125, 60.480003356933594)]","[(658.3680419921875, 55.29600524902344), (637.632080078125, 55.29600524902344)]",,,,,
377,,,,,,,,,"[(342.14404296875, 145.1520233154297), (325.55523681640625, 145.1520233154297)]","[(331.77606201171875, 145.1520233154297), (315.187255859375, 145.1520233154297)]",,,,,
378,,,,,,,,,"[(342.14404296875, 242.61123657226562), (317.2608337402344, 242.61123657226562)]","[(325.9700012207031, 248.83206176757812), (298.5984802246094, 248.83206176757812)]",,,,,
379,,,,,,,,,"[(215.65443420410156, 124.416015625), (196.99203491210938, 124.416015625)]","[(196.99203491210938, 124.416015625), (176.2560272216797, 124.416015625)]","[(176.2560272216797, 120.26881408691406), (154.0800018310547, 120.96000671386719)]",,,,
380,,,,,,,,,"[(443.7504577636719, 120.26881408691406), (435.4560546875, 120.26881408691406)]","[(439.603271484375, 120.26881408691406), (431.3088684082031, 120.26881408691406)]",,,,,
381,,,,,,,,,"[(335.9232482910156, 238.4640350341797), (311.0400390625, 240.1920166015625)]","[(317.2608337402344, 244.68482971191406), (292.3776550292969, 244.68482971191406)]",,,,,
382,,,,,,,,,"[(449.97125244140625, 122.34241485595703), (443.7504577636719, 122.34241485595703)]","[(447.8976745605469, 122.34241485595703), (439.603271484375, 122.34241485595703)]",,,,,
383,,,,,,,,,"[(674.3348999023438, 151.7875518798828), (669.3582153320312, 151.7875518798828)]","[(676.8231811523438, 151.7875518798828), (669.3582153320312, 151.7875518798828)]",,,,,
384,,,,,,,,,"[(99.53282165527344, 181.64739990234375), (598.0, 181.0)]","[(188.6976318359375, 167.9616241455078), (167.9616241455078, 167.9616241455078)]",,,,,
385,,,,,,,,,"[(151.7875518798828, 179.15908813476562), (131.38333129882812, 179.15908813476562)]","[(126.90435028076172, 181.64739990234375), (104.50946807861328, 181.64739990234375)]",,,,,
386,,,,,,,,,"[(343.38824462890625, 243.8554229736328), (318.5050354003906, 243.8554229736328)]","[(325.47235107421875, 250.82272338867188), (298.5984802246094, 250.82272338867188)]","[(307.5564270019531, 253.8087158203125), (277.69659423828125, 253.8087158203125)]","[(283.0713806152344, 257.9891052246094), (254.40591430664062, 257.9891052246094)]","[(257.9891052246094, 261.572265625), (225.74046325683594, 261.572265625)]","[(229.92083740234375, 268.7386474609375), (194.08901977539062, 268.7386474609375)]","[(197.0749969482422, 280.68255615234375), (155.27120971679688, 280.68255615234375)]"
387,,,,,,,,,"[(217.97689819335938, 125.41136169433594), (197.0749969482422, 125.41136169433594)]","[(197.0749969482422, 125.41136169433594), (176.67076110839844, 124.41603088378906)]",,,,,
388,,,,,,,,,"[(504.6314392089844, 164.22915649414062), (494.4790954589844, 164.8263702392578)]","[(501.64544677734375, 164.8263702392578), (495.6734619140625, 164.22915649414062)]",,,,,
389,,,,,,,,,"[(328.45831298828125, 244.8507537841797), (304.5704345703125, 244.8507537841797)]","[(310.54241943359375, 250.82272338867188), (283.6685485839844, 250.82272338867188)]",,,,,
390,,,,,,,,,"[(385.1920471191406, 167.21514892578125), (376.23406982421875, 167.21514892578125)]","[(379.2200622558594, 170.20114135742188), (370.2621154785156, 170.20114135742188)]",,,,,
